"TAX_INCLUSIVE_YN","RESORT","FREQUENT_FLYER_YN","TRX_CODE","TC_GROUP","TC_SUBGROUP","TCL_CODE_DFLT_CL1","TCL_CODE_DFLT_CL2","CLASS_1_MANDATORY_YN","CLASS_2_MANDATORY_YN","DESCRIPTION","TC_TRANSACTION_TYPE","IS_MANUAL_POST_ALLOWED","RESULT_INCLUDED_IN_SUM_ARRAY","CC_TYPE","COMMISSION","CC_CODE","IND_BILLING","IND_AR","CURRENCY","IND_REVENUE_GP","ADJ_TRX_CODE","ARRANGE_CODE","EXPENSE_FOLIO","GROUP_FOLIO","REV_BUCKET_ID","REV_GP_ID","IND_CASH","IND_DEPOSIT_YN","DEFERRED_YN","AR_NAME_ID","TRX_CODE_TYPE","INSERT_USER","INSERT_DATE","UPDATE_USER","UPDATE_DATE","TC_RESORT","TC_BOF_REF_CODE","TC_BOF_INTERFACE","TC_RESORT2","TC_BOF_REF_CODE2","TC_BOF_INTERFACE2","CRS_TAX_DESC","TAX_CODE_NO","TRX_ACTION_ID","EXPORT_BUCKET","INH_SALES_YN","INH_PAY_YN","INH_DEPOSIT_YN","FISCAL_TRX_CODE_TYPE","COMP_YN","DEFAULT_PRICE","INACTIVE_DATE","PAYMENT_TAX_INVOICE_YN","INTERNAL_YN","FISCAL_PAYMENT_YN","COMP_NIGHTS_YN","ROTATION_REV_YN","OWNER_REV_YN","CHECK_NO_MANDATORY_YN","DED_OWNER_REV_YN","NON_TAXABLE_YN","COMP_PAYMENT_YN","MIN_AMT","MAX_AMT","TRX_SERVICE_TYPE","DAILY_PLAN_FOLIO","TRX_CODE_DISPLAY","INCLUDE_IN_DEPOSIT_RULE_YN","INCLUDE_IN_8300_YN","MANUAL_POST_COVERS_YN","ROUND_FACTOR_YN","DEPOSIT_POSTING_ONLY_YN","TRX_TAX_TYPE_CODE","DEPOSIT_TYPE","GP_POINTS_REDEMPTION_YN","EXTERNAL_PAYMENT_CODE","E_INVOICE_YN","CORP_PROP_FLAG","CORPORATE_DESCRIPTION","PRINT_RECEIPT_YN","SERVICE_RECOVERY_TRX_CODE","ACCOUNTING_CODE","QUANTITY_CODE","UPC_CODE"
"N","VILU","N","27180","TAX","IVTX","","","","","In Villa Dinning GST Breakfast","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",2,15-JUN-14,502,17-SEP-15,"","","","","","","",2,35837,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","27185","TAX","IVTX","","","","","In Villa Dinning GST Breakfast Rebate","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",2,15-JUN-14,502,17-SEP-15,"","","","","","","",2,35845,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","27190","TAX","IVTX","","","","","In Villa Dinning  Tips Breakfast","C    ","Y","","",0,"","N","N","","N","27195","10510",,,,,"N","N","N",,"X",502,17-SEP-15,2,11-AUG-17,"","","","","","","",4,65979,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","27195","TIP","IVTP","","","","","In Villa Dinning  Tips Breakfast Rebate","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",502,17-SEP-15,2,11-AUG-17,"","","","","","","",4,65980,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27201","F&B","IVRV","","","","","In Villa Dinning Food Lunch","C    ","Y","111","",0,"","N","N","","Y","27251","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36008,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27202","F&B","IVRV","","","","","In Villa Dinning Beverage Lunch","C    ","Y","","",0,"","N","N","","Y","27252","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36690,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27203","F&B","IVRV","","","","","In Villa Dinning Fresh Juices Lunch","C    ","Y","","",0,"","N","N","","Y","27253","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36691,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27204","F&B","IVRV","","","","","In Villa Dinning Beer Lunch","C    ","Y","","",0,"","N","N","","Y","27254","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36693,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27205","F&B","IVRV","","","","","In Villa Dinning Liquor Lunch","C    ","Y","","",0,"","N","N","","Y","27255","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36020,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27206","F&B","IVRV","","","","","In Villa Dinning Wine Lunch","C    ","Y","","",0,"","N","N","","Y","27256","10510",,,,,"N","N","N",,"F",2,18-JUN-14,502,17-SEP-15,"","","","","","","",,36201,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27207","F&B","IVRV","","","","","In Villa Dinning Premium Beer Lunch","C    ","Y","111","",0,"","N","N","","Y","27257","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36204,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27208","F&B","IVRV","","","","","In Villa Dinning Premium Liquor Lunch","C    ","Y","111","",0,"","N","N","","Y","27258","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36207,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27209","F&B","IVRV","","","","","In Villa Dinning Premium Wine Lunch","C    ","Y","111","",0,"","N","N","","Y","27259","10510",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,36784,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27210","F&B","IVRV","","","","","In Villa Dining AI Premium Beverage Lunch","C    ","Y","","",0,"","N","N","","Y","27260","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43690,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27211","F&B","IVRV","","","","","In Villa Dining AI Premium Liquor Lunch","C    ","Y","","",0,"","N","N","","Y","27261","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43691,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27212","F&B","IVRV","","","","","In Villa Dining Premium Beverage Lunch","C    ","Y","","",0,"","N","N","","Y","27262","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43833,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27215","F&B","IVRV","","","","","In Villa Dinning Tobacco Lunch","C    ","Y","111","",0,"","N","N","","Y","27265","10510",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,36787,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27216","F&B","IVRV","","","","","In Villa Dinning Misc Lunch","C    ","Y","111","",0,"","N","N","","Y","27266","10510",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,36790,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27251","F&B","IVRV","","","","","In Villa Dinning Food Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46303,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27252","F&B","IVRV","","","","","In Villa Dinning Beverage Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46307,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27253","F&B","IVRV","","","","","In Villa Dinning Fresh Juices Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46311,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27254","F&B","IVRV","","","","","In Villa Dinning Beer Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46315,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27255","F&B","IVRV","","","","","In Villa Dinning Liquor Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46319,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27256","F&B","IVRV","","","","","In Villa Dinning Wine Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,18-JUN-14,802,11-NOV-15,"","","","","","","",,46323,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27257","F&B","IVRV","","","","","In Villa Dinning Premium Beer Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46327,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27258","F&B","IVRV","","","","","In Villa Dinning Premium Liquor Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46331,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27259","F&B","IVRV","","","","","In Villa Dinning Premium Wine Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,46335,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27260","F&B","IVRV","","","","","In Villa Dining AI Premium Beverage Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",1835,03-NOV-15,802,11-NOV-15,"","","","","","","",,46339,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27261","F&B","IVRV","","","","","In Villa Dining AI Premium Liquor Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",1835,03-NOV-15,802,11-NOV-15,"","","","","","","",,46343,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27262","F&B","IVRV","","","","","In Villa Dining Premium Beverage Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",1835,03-NOV-15,802,11-NOV-15,"","","","","","","",,46347,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27265","F&B","IVRV","","","","","In Villa Dinning Tobacco Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,46351,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27266","F&B","IVRV","","","","","In Villa Dinning Misc Lunch Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,46355,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","27270","SVC","IVSC","","","","","In Villa Dinning SVC Lunch","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",2,15-JUN-14,502,17-SEP-15,"","","","","","","",1,36454,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","27275","SVC","IVSC","","","","","In Villa Dinning SVC Lunch Rebate","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",2,15-JUN-14,502,17-SEP-15,"","","","","","","",1,36463,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","27280","TAX","IVTX","","","","","In Villa Dinning GST Lunch","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",2,15-JUN-14,502,17-SEP-15,"","","","","","","",2,36472,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","27285","TAX","IVTX","","","","","In Villa Dinning GST Lunch Rebate","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",2,15-JUN-14,502,17-SEP-15,"","","","","","","",2,36481,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","27290","TIP","IVTP","","","","","In Villa Dinning  Tips Lunch","C    ","Y","","",0,"","N","N","","N","27295","10510",,,,,"N","N","N",,"X",502,17-SEP-15,2,11-AUG-17,"","","","","","","",4,65981,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","27295","TIP","IVTP","","","","","In Villa Dinning  Tips Lunch Rebate","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",502,17-SEP-15,2,11-AUG-17,"","","","","","","",4,65982,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27301","F&B","IVRV","","","","","In Villa Dinning Food Dinner","C    ","Y","111","",0,"","N","N","","Y","27351","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36524,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27302","F&B","IVRV","","","","","In Villa Dinning Beverage Dinner","C    ","Y","","",0,"","N","N","","Y","27352","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36720,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27303","F&B","IVRV","","","","","In Villa Dinning Fresh Juices Dinner","C    ","Y","","",0,"","N","N","","Y","27353","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36721,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27304","F&B","IVRV","","","","","In Villa Dinning Beer Dinner","C    ","Y","111","",0,"","N","N","","Y","27354","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36533,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27305","F&B","IVRV","","","","","In Villa Dinning Liquor Dinner","C    ","Y","","",0,"","N","N","","Y","27355","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36536,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27306","F&B","IVRV","","","","","In Villa Dinning Wine Dinner","C    ","Y","111","",0,"","N","N","","Y","27356","10510",,,,,"N","N","N",,"F",2,18-JUN-14,502,17-SEP-15,"","","","","","","",,36593,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27307","F&B","IVRV","","","","","In Villa Dinning Premium Beer Dinner","C    ","Y","111","",0,"","N","N","","Y","27357","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36596,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27308","F&B","IVRV","","","","","In Villa Dinning Premium Liquor Dinner","C    ","Y","","",0,"","N","N","","Y","27358","10510",,,,,"N","N","N",,"F",2,15-JUN-14,502,17-SEP-15,"","","","","","","",,36727,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27309","F&B","IVRV","","","","","In Villa Dinning Premium Wine Dinner","C    ","Y","","",0,"","N","N","","Y","27359","10510",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,36804,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27310","F&B","IVRV","","","","","In Villa Dining AI Premium Beverage Dinner","C    ","Y","","",0,"","N","N","","Y","27360","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43704,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27311","F&B","IVRV","","","","","In Villa Dining AI Premium Liquor Dinner","C    ","Y","","",0,"","N","N","","Y","27361","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43705,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27312","F&B","IVRV","","","","","In Villa Dining Premium Beverage Dinner","C    ","Y","","",0,"","N","N","","Y","27362","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43840,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27315","F&B","IVRV","","","","","In Villa Dinning Tobacco Dinner","C    ","Y","","",0,"","N","N","","Y","27365","10510",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,36807,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27316","F&B","IVRV","","","","","In Villa Dinning Misc Dinner","C    ","Y","","",0,"","N","N","","Y","27366","10510",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,36828,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","27317","F&B","IVRV","","","","","In Villa Dinning Snacks","C    ","Y","","",0,"","N","N","","Y","27367","",,,,,"N","N","N",,"F",2,31-OCT-17,2,31-OCT-17,"","","","","","","",,69958,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27318","F&B","IVRV","","","","","In Villa Dinning Package Profit","C    ","Y","","",0,"","N","N","","Y","27367","",,,,,"N","N","N",,"F",2,31-OCT-17,2,31-OCT-17,"","","","","","","",,69960,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27319","F&B","IVRV","","","","","In Villa Dinning Package Loss","C    ","Y","","",0,"","N","N","","Y","27367","",,,,,"N","N","N",,"F",2,31-OCT-17,2,31-OCT-17,"","","","","","","",,69963,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27351","F&B","IVRV","","","","","In Villa Dinning Food Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46359,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27352","F&B","IVRV","","","","","In Villa Dinning Beverage Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46363,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27353","F&B","IVRV","","","","","In Villa Dinning Fresh Juices Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46367,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27354","F&B","IVRV","","","","","In Villa Dinning Beer Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46371,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27355","F&B","IVRV","","","","","In Villa Dinning Liquor Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46375,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27356","F&B","IVRV","","","","","In Villa Dinning Wine Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,18-JUN-14,802,11-NOV-15,"","","","","","","",,46379,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27357","F&B","IVRV","","","","","In Villa Dinning Premium Beer Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46383,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27358","F&B","IVRV","","","","","In Villa Dinning Premium Liquor Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,15-JUN-14,802,11-NOV-15,"","","","","","","",,46387,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27359","F&B","IVRV","","","","","In Villa Dinning Premium Wine Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,46391,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27360","F&B","IVRV","","","","","In Villa Dining AI Premium Beverage Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",1835,03-NOV-15,802,11-NOV-15,"","","","","","","",,46395,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27361","F&B","IVRV","","","","","In Villa Dining AI Premium Liquor Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",1835,03-NOV-15,802,11-NOV-15,"","","","","","","",,46399,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27362","F&B","IVRV","","","","","In Villa Dining Premium Beverage Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",1835,03-NOV-15,802,11-NOV-15,"","","","","","","",,46403,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27365","F&B","IVRV","","","","","In Villa Dinning Tobacco Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,46407,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27366","F&B","IVRV","","","","","In Villa Dinning Misc Dinner Rebate","C    ","Y","","",0,"","N","N","","Y","","10510",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,46411,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","27367","F&B","IVRV","","","","","In Villa Dinning Snacks","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",2,31-OCT-17,2,31-OCT-17,"","","","","","","",,69955,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","27370","SVC","IVSC","","","","","In Villa Dinning SVC Dinner","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",2,15-JUN-14,502,17-SEP-15,"","","","","","","",1,36629,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","27375","SVC","IVSC","","","","","In Villa Dinning SVC Dinner Rebate","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",2,15-JUN-14,502,17-SEP-15,"","","","","","","",1,36641,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","27380","TAX","IVTX","","","","","In Villa Dinning GST Dinner","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",2,15-JUN-14,502,17-SEP-15,"","","","","","","",2,36651,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","27385","TAX","IVTX","","","","","In Villa Dinning GST Dinner Rebate","C    ","Y","","",0,"","N","N","","N","","10510",,,,,"N","N","N",,"X",2,15-JUN-14,502,17-SEP-15,"","","","","","","",2,36660,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
